Round 0
30, 1131.9759995417407
60, 707.3091038323313
90, 607.0926045448534
120, 554.4071429516584
150, 551.5200043438963
180, 529.8076267882182
210, 521.6084984637781
240, 496.281937125961
270, 465.35588694469516
300, 453.2042920707476
330, 427.72343378521816
360, 420.28202270351875
390, 405.99925992576635
420, 384.4598217919782
450, 384.4598217919782
480, 384.4598217919782
binary_GA_uniform_CO:
384.45982179197836
414, -306, 425, 415, -298, 425, 418, 426, -299, 415, 
time spent, 37.52572846412659

30, 1032.685132109208
60, 583.8248163619139
90, 574.9885775790642
120, 552.4588033504302
150, 479.4004062212844
180, 428.53692223549405
210, 407.5202767235299
240, 392.5100712073892
270, 384.41499751021536
300, 383.59442081996605
330, 378.0473544733856
360, 366.4312093898363
390, 366.4312093898363
420, 365.80255406022656
450, 365.10609858056125
480, 364.77567918313053
binary_GA_2point_CO:
362.3370945071342
421, 424, 425, 419, -305, -306, 420, 421, 420, -305, 
time spent, 35.81508684158325

30, 791.2021731413026
60, 153.81681576879365
90, 68.59286299588345
120, 11.87021807166196
150, 8.3559207295777
180, 6.231798267032081
210, 5.987750099107325
240, 4.5569520217100035
270, 3.061555834268923
300, 1.6066238940075286
330, 1.078812874892871
360, 1.0637049011556883
390, 1.0637049011556883
420, 1.0572502903388643
450, 0.7599266104751223
480, 0.4342802722039778
real_GA_uniform_CO:
0.3620384371597538
420.9987172599044, 421.05963400180747, 421.2877452902138, 420.5311099609737, 420.91355074488297, 420.69073864206723, 421.4295022367586, 420.74727943886035, 420.7494129414787, 419.49341998937246, 
time spent, 18.265503883361816

30, 1409.8909977048038
60, 157.42031964334012
90, 13.845928005492443
120, 6.305153430887003
150, 4.1331124212472785
180, 3.140948720021576
210, 2.930437940789185
240, 1.7960805917540408
270, 0.15073809596897264
300, 0.14648557704185805
330, 0.14324845895641072
360, 0.09570236189119896
390, 0.08967976829183802
420, 0.07431214085490864
450, 0.07415589276024548
480, 0.07415589276024548
real_GA_whole_arithmetic_CO:
0.07415589276024548
420.9858247715624, 420.96906538368296, 421.59722351602625, 421.3049216930433, 420.9443442643988, 420.78081371895087, 420.9611460607189, 420.834137385545, 420.8161718247377, 420.97994226858356, 
time spent, 18.502702951431274

Round 1
30, 1508.731318209124
60, 990.3296222710981
90, 836.203216062531
120, 738.1203369134921
150, 668.2987370630703
180, 575.0248094045847
210, 532.8759041122358
240, 524.2055084668144
270, 519.296532448087
300, 512.495946091521
330, 511.74032538523585
360, 511.58968626267955
390, 511.56211774676666
420, 509.91701451803823
450, 509.84252608518545
480, 508.44835803138596
binary_GA_uniform_CO:
501.8937369303667
418, 432, -308, 418, 413, -512, -302, 425, 422, -301, 
time spent, 37.90371823310852

30, 1010.8505893399839
60, 784.7994829160714
90, 727.8201565784414
120, 647.5522187456214
150, 583.7060109438145
180, 572.4958490889543
210, 503.7826760432442
240, 475.0419151803151
270, 460.6778826668891
300, 458.719035650358
330, 433.6357248729134
360, 403.12586953627084
390, 402.7230287950295
420, 402.7230287950295
450, 399.6903841409356
480, 398.1881373452679
binary_GA_2point_CO:
387.2523076329353
430, 414, 414, 426, -309, 425, 413, 422, -303, -301, 
time spent, 36.01292610168457

30, 838.9491597954444
60, 145.79393971632865
90, 14.965955250799986
120, 9.150473868265756
150, 5.569629317036015
180, 4.14385987465339
210, 3.3086507455822054
240, 3.194561875085765
270, 1.788966416694105
300, 1.085427316383569
330, 0.8656508730517696
360, 0.6827519676026592
390, 0.5308573136551179
420, 0.22720293162183225
450, 0.22720293162183225
480, 0.22720293162183225
real_GA_uniform_CO:
0.14332332089361444
420.6609083976233, 420.79116907202126, 420.1577507101755, 420.80070501363605, 420.9529265771564, 420.5072850618036, 420.64710004010874, 421.0110865057454, 420.914064708031, 420.99407684733035, 
time spent, 18.262716054916382

30, 1028.2805741907903
60, 294.0431811818397
90, 39.1652111795308
120, 10.2031603698197
150, 3.4010107731448747
180, 1.2637016350200005
210, 0.8255535211417434
240, 0.6930522945378773
270, 0.5940672788246957
300, 0.5162750046996735
330, 0.4682159033263815
360, 0.4682159033263815
390, 0.38294501860321667
420, 0.08447323284144659
450, 0.08447323284144659
480, 0.08366468434057121
real_GA_whole_arithmetic_CO:
0.06086831104585144
420.96386688119367, 421.0276699384604, 420.85683523566195, 421.0233858248911, 421.04316779861153, 420.3290363913046, 421.0830948914371, 421.02080821430894, 420.7923240998127, 420.97106988915885, 
time spent, 18.484619617462158

Round 2
30, 1186.1895102765411
60, 741.4033377808022
90, 535.3519565725447
120, 339.61678871499447
150, 295.42614345479495
180, 279.24225922233927
210, 259.06327422244345
240, 257.6219181510223
270, 253.46741550823026
300, 245.15841022264638
330, 245.15841022264638
360, 243.9773429757132
390, 243.53835843162835
420, 242.48270993036257
450, 242.46709740238995
480, 242.46709740238995
binary_GA_uniform_CO:
242.46709740238975
421, 421, 419, 419, 422, -512, 417, -299, 422, 415, 
time spent, 36.60532808303833

30, 1272.6517395103701
60, 728.8801387675979
90, 512.0598686461929
120, 383.04344361700066
150, 374.7800545266733
180, 362.092536154627
210, 353.06429839830435
240, 339.0779461927975
270, 334.5091571055703
300, 308.96009802146483
330, 308.7218826330654
360, 308.4400895849778
390, 308.3193211357973
420, 308.3193211357973
450, 308.3193211357973
480, 308.3193211357973
binary_GA_2point_CO:
246.7534777692349
-301, 419, 422, 410, 420, 421, 417, 424, 415, 383, 
time spent, 34.35489535331726

30, 961.5018337792063
60, 93.0095884811058
90, 25.183718823363083
120, 17.225036849728863
150, 15.082125940546332
180, 7.315577361943997
