================,,,
Normal with aver over 30,,,
================,,,
GA1:,,,
fitness, slope,,
280.9817744,1.81E-06,,
280.9817762,-0.001013827,,
280.9807624,-0.000303516,,
280.9804589,0.001186621,,
280.9816455,-0.009885891,,
280.9717596,-0.08209406,,
280.8896655,-0.896580657,,
279.9930849,-0.316011411,,
279.6770735,-0.031409044,,
279.6456644,-0.002422949,,
279.6432415,-0.066072844,,
279.5771686,-0.008555036,,
279.5686136,-0.002353331,,
279.5662603,-0.066572631,,
279.4996876,0.032605474,,
279.5322931,-0.0247795,,
279.5075136,-1.579604617,,
277.927909,-1.871926397,,
276.0559826,-0.037389709,,
276.0185929,-0.000252776,,
276.0183401,-0.063032779,,
275.9553073,0.009624551,,
275.9649319,1.32151463,,
277.2864465,-2.252243445,,
275.0342031,-0.003535572,,
275.0306675,-0.000841921,,
275.0298256,-1.621098077,,
273.4087275,-0.004767019,,
273.4039605,-0.000254077,,
273.4037064,-0.027687724,,
273.3760187,0.00360143,,
273.3796201,-0.074020207,,
273.3055999,1.24E-07,,
273.3056,0.069956837,,
273.3755569,-0.250120599,,
273.1254363,-2.94E-07,,
273.125436,-0.001004334,,
273.1244316,-0.009426906,,
273.1150047,-0.395605088,,
272.7193996,-0.579076364,,
272.1403233,-0.062597718,,
272.0777256,-0.003287124,,
272.0744384,-0.844635374,,
271.2298031,-0.392815268,,
270.8369878,-0.028805061,,
270.8081827,-0.022301385,,
270.7858814,-0.00031358,,
270.7855678,0.012516147,,
270.7980839,-3.08E-05,,
270.7980532,-0.000367061,,
270.7976861,-1.137413707,,
269.6602724,0.000382279,,
269.6606547,-0.042563132,,
269.6180915,-9.74E-05,,
269.6179941,-0.271612241,,
269.3463819,-0.097912791,,
269.2484691,-0.00610683,,
269.2423623,-0.000124274,,
269.242238,0.002178332,,
269.2444163,-0.007279598,,
269.2371367,0.004818157,,
269.2419549,-1.07E-05,,
269.2419442,-0.262658959,,
268.9792852,-0.504117293,,
268.4751679,-0.002375554,,
268.4727923,-0.000781235,,
268.4720111,-0.100909908,,
268.3711012,-0.672673601,,
267.6984276,0.130912458,,
267.8293401,0.145105225,,
267.9744453,-0.000288063,,
267.9741572,-0.068499333,,
267.9056579,-0.071501573,,
267.8341563,-0.008134658,,
267.8260217,-0.32590494,,
267.5001167,-0.898226321,,
266.6018904,-0.081857866,,
266.5200325,-0.134213195,,
266.3858193,-0.124612949,,
266.2612064,0.088740428,,
266.3499468,-0.281296638,,
