
================
Normal with aver over 30
================
GA1:
fitness, slope
36727.09586635906, -889.0009959976669
35838.09487036139, -524.7136848168739
35313.38118554452, -63.26288950873277
35250.118296035784, -355.2140877001657
34894.90420833562, -244.5170497064537
34650.387158629164, -180.44580834030057
34469.941350288864, -230.64121863245964
34239.300131656404, -429.63431706730626
33809.6658145891, -284.78261305023625
33524.88320153886, -262.07280056586023
33262.810400973, -279.99312371080305
32982.8172772622, -3.66404076370236
32979.153236498496, -266.6716633178912
32712.481573180605, -489.3013569265895
32223.180216254015, -45.79995470488211
32177.380261549133, 0.0
32177.380261549133, -202.80410588819723
31974.576155660936, -29.648161038803664
31944.927994622132, -22.564788106810738
31922.36320651532, -150.25989927286355
31772.103307242458, 12.880956321921985
31784.98426356438, 67.3289645460427
31852.313228110423, -205.93115608252265
31646.3820720279, -48.71950243810352
31597.662569589796, -4.099219623727549
31593.56334996607, -4.669601501183934
31588.893748464885, -281.3820402344463
31307.51170823044, -117.79409774979649
31189.717610480642, -41.12868894827625
31148.588921532366, -4.194801883841137
31144.394119648525, -146.6364285667878
30997.757691081737, -83.14403969411069
30914.613651387626, -38.27203580373316
30876.341615583893, -105.8170946110622
30770.52452097283, -109.68639840714604
30660.838122565685, 194.23891406270923
30855.077036628394, -32.650250414990296
30822.426786213404, -66.49482698167776
30755.931959231726, -163.73051957167627
30592.20143966005, -88.00889017245208
30504.192549487598, -93.01361030988483
30411.178939177713, 72.37860101829938
30483.557540196012, -86.86017317907681
30396.697367016935, 0.0
30396.697367016935, 0.0
30396.697367016935, -163.41346589160457
30233.28390112533, -82.18362878032349
30151.100272345007, -75.374073359264
30075.726198985743, -5.627689489694603
30070.09850949605, -175.31751276787327
29894.780996728176, -37.65846454690836
29857.122532181267, -24.477246707032464
29832.645285474235, -16.35719840621823
29816.288087068016, -79.74921915731102
29736.538867910705, -104.13872699418425
29632.40014091652, -17.025259517082304
29615.37488139944, -8.548394113964605
29606.826487285474, -40.808150676184596
29566.01833660929, -26.976659844523965
29539.041676764766, 4.505337960959878
29543.547014725726, -22.597263671097608
29520.949751054628, -65.63219309247506
29455.317557962153, 0.0
29455.317557962153, -87.14894149483007
29368.168616467323, 0.0
29368.168616467323, 0.0
29368.168616467323, -8.872693630142749
29359.29592283718, 0.0
29359.29592283718, 0.0
29359.29592283718, -159.1755827467823
29200.120340090398, 0.0
29200.120340090398, -56.610211185728986
29143.51012890467, 0.0
29143.51012890467, -28.609564333473827
29114.900564571195, 0.0
29114.900564571195, 0.0
29114.900564571195, -21.429167506226804
29093.47139706497, 0.0
29093.47139706497, -48.15021490128129
29045.321182163687, 0.0
29045.321182163687, 0.0
29045.321182163687, -197.4975793293961
28847.82360283429, -60.97796469110108
28786.84563814319, -176.22481292216253
28610.620825221027, -69.18438537744805
28541.43643984358, 197.49757932940338
28738.934019172983, 0.0
28738.934019172983, 237.20277761325633
28976.13679678624, -102.23407920537647
28873.902717580862, -39.106411901535466
28834.796305679327, 0.0
28834.796305679327, 0.0
28834.796305679327, 0.0
28834.796305679327, 0.0
28834.796305679327, -265.976321007096
28568.81998467223, 0.0
28568.81998467223, -77.26216479591312
28491.557819876318, 0.0
28491.557819876318, 0.0
28491.557819876318, 0.0
28491.557819876318, -8.626429557189113
28482.93139031913, 0.0
28482.93139031913, 0.0
28482.93139031913, 0.0
28482.93139031913, -84.3258211593311
28398.605569159798, -80.821861969569
28317.78370719023, 0.0
28317.78370719023, -156.71482554394242
28161.068881646286, 0.0
28161.068881646286, 0.0
28161.068881646286, 0.0
28161.068881646286, 0.0
28161.068881646286, 0.0
28161.068881646286, 0.0
28161.068881646286, 0.0
28161.068881646286, -18.77354881582869
28142.295332830457, 0.0
28142.295332830457, 0.0
28142.295332830457, 0.0
28142.295332830457, 0.0
28142.295332830457, -124.22039933182532
28018.074933498632, 0.0
28018.074933498632, 0.0
28018.074933498632, -5.828987971890456
28012.24594552674, 0.0
28012.24594552674, -86.77302448761111
27925.47292103913, 0.0
27925.47292103913, 0.0
27925.47292103913, 0.0
27925.47292103913, 0.0
27925.47292103913, 0.0
27925.47292103913, 0.0
27925.47292103913, 0.0
27925.47292103913, 0.0
27925.47292103913, 0.0
27925.47292103913, 0.0
27925.47292103913, 0.0
27925.47292103913, -3.1041612067747337
27922.368759832356, 0.0
27922.368759832356, 0.0
27922.368759832356, 0.0
27922.368759832356, 0.0
27922.368759832356, 0.0
27922.368759832356, 0.0
27922.368759832356, 0.0
27922.368759832356, -4.566096281083446
27917.802663551272, 0.0
27917.802663551272, 0.0
27917.802663551272, 0.0
27917.802663551272, 0.0
27917.802663551272, 0.0
27917.802663551272, -24.979433615379094
27892.823229935893, 24.979433615379094
27917.802663551272, 0.0
27917.802663551272, 0.0
27917.802663551272, 0.0
27917.802663551272, -15.253161642875057
27902.549501908397, 0.0
27902.549501908397, 0.0
27902.549501908397, 0.0
27902.549501908397, 0.0
27902.549501908397, 0.0
27902.549501908397, 0.0
27902.549501908397, 0.0
27902.549501908397, 0.0
27902.549501908397, 0.0
27902.549501908397, 0.0
27902.549501908397, 0.0
27902.549501908397, -123.34552526767584
27779.20397664072, 0.0
27779.20397664072, 0.0
27779.20397664072, 0.0
27779.20397664072, 0.0
27779.20397664072, 0.0
27779.20397664072, 0.0
27779.20397664072, -1.383707573335414
27777.820269067386, 0.0
27777.820269067386, 0.0
27777.820269067386, 0.0
27777.820269067386, 0.0
27777.820269067386, 0.0
27777.820269067386, 0.0
27777.820269067386, 0.0
27777.820269067386, 0.0
27777.820269067386, 0.0
27777.820269067386, 0.0
27777.820269067386, 0.0
27777.820269067386, 0.0
27777.820269067386, 0.0
27777.820269067386, 0.0
27777.820269067386, 0.0
27777.820269067386, 0.0
27777.820269067386, -61.64505328176165
27716.175215785624, 0.0
27716.175215785624, 0.0
27716.175215785624, 0.0
27716.175215785624, 0.0
27716.175215785624, -126.90747253419977
27589.267743251425, 0.0
27589.267743251425, 0.0
27589.267743251425, 0.0
27589.267743251425, 0.0
27589.267743251425, 0.0
27589.267743251425, 0.0
27589.267743251425, 0.0
27589.267743251425, 0.0
27589.267743251425, 0.0
27589.267743251425, 0.0
27589.267743251425, 0.0
27589.267743251425, 0.0
27589.267743251425, 0.0
27589.267743251425, 0.0
27589.267743251425, 0.0
27589.267743251425, -6.554644863383146
27582.71309838804, 0.0
27582.71309838804, -17.490830907947384
27565.222267480094, 0.0
27565.222267480094, 0.0
27565.222267480094, 0.0
27565.222267480094, 0.0
27565.222267480094, 0.0
27565.222267480094, 0.0
27565.222267480094, 0.0
27565.222267480094, 0.0
27565.222267480094, 0.0
27565.222267480094, 0.0
27565.222267480094, 0.0
27565.222267480094, 0.0
27565.222267480094, 0.0
27565.222267480094, -1.1279695224948227
27564.0942979576, 0.0
27564.0942979576, 0.0
27564.0942979576, 0.0
27564.0942979576, 0.0
27564.0942979576, 0.0
27564.0942979576, -110.70874397369698
27453.385553983902, 110.70874397369698
27564.0942979576, 0.0
27564.0942979576, 0.0
27564.0942979576, 0.0
27564.0942979576, 0.0
27564.0942979576, 0.0
27564.0942979576, 0.0
27564.0942979576, 0.0
27564.0942979576, 0.0
27564.0942979576, 0.0
27564.0942979576, 0.0
27564.0942979576, 0.0
27564.0942979576, 0.0
27564.0942979576, 0.0
27564.0942979576, 0.0
27564.0942979576, 0.0
27564.0942979576, 0.0
27564.0942979576, -37.040745534482994
27527.053552423116, 0.0
27527.053552423116, 0.0
27527.053552423116, 37.040745534482994
27564.0942979576, 0.0
27564.0942979576, 0.0
27564.0942979576, 0.0
27564.0942979576, 0.0
27564.0942979576, 0.0
27564.0942979576, 0.0
27564.0942979576, 0.0
27564.0942979576, 0.0
27564.0942979576, 0.0
27564.0942979576, 0.0
27564.0942979576, -10.33870608126017
27553.75559187634, -75.32501670286729
27478.430575173472, 0.0
27478.430575173472, 0.0
27478.430575173472, 0.0
27478.430575173472, 0.0
27478.430575173472, 0.0
27478.430575173472, 0.0
27478.430575173472, 0.0
27478.430575173472, 0.0
27478.430575173472, 0.0
27478.430575173472, 0.0
27478.430575173472, 0.0
27478.430575173472, -15.815720873899409
27462.614854299572, 0.0
27462.614854299572, 0.0
27462.614854299572, 0.0
27462.614854299572, 0.0
27462.614854299572, 0.0
27462.614854299572, 0.0
27462.614854299572, 0.0
27462.614854299572, 0.0
27462.614854299572, -51.62459133091397
27410.99026296866, 0.0
27410.99026296866, 0.0
27410.99026296866, 0.0
27410.99026296866, 0.0
27410.99026296866, 0.0
27410.99026296866, 0.0
27410.99026296866, 0.0
27410.99026296866, 0.0
27410.99026296866, -65.10007521010266
27345.890187758556, -19.414914677570778
27326.475273080985, 0.0
27326.475273080985, 0.03250525026669493
27326.50777833125, 0.0
27326.50777833125, 0.0
27326.50777833125, 0.0
27326.50777833125, 0.0
27326.50777833125, 0.0
27326.50777833125, 0.0
27326.50777833125, 0.0
27326.50777833125, 0.0
27326.50777833125, 0.0
27326.50777833125, 0.0
27326.50777833125, 0.0
27326.50777833125, 0.0
27326.50777833125, 0.0
27326.50777833125, 0.0
27326.50777833125, 0.0
27326.50777833125, 0.0
27326.50777833125, 0.0
27326.50777833125, 0.0
27326.50777833125, 0.0
27326.50777833125, 0.0
27326.50777833125, 0.0
27326.50777833125, -29.082080330907047
27297.425698000345, 0.0
27297.425698000345, 0.0
27297.425698000345, 0.0
27297.425698000345, 0.0
27297.425698000345, 0.0
27297.425698000345, 0.0
27297.425698000345, 0.0
27297.425698000345, 0.0
27297.425698000345, 0.0
27297.425698000345, 0.0
27297.425698000345, 0.0
27297.425698000345, 0.0
27297.425698000345, 0.0
27297.425698000345, 0.0
27297.425698000345, 0.0
27297.425698000345, 0.0
27297.425698000345, 0.0
27297.425698000345, 0.0
27297.425698000345, 0.0
27297.425698000345, 0.0
27297.425698000345, 0.0
27297.425698000345, 0.0
27297.425698000345, 0.0
27297.425698000345, 0.0
27297.425698000345, 0.0
27297.425698000345, -1.729537618230097
27295.696160382115, 0.0
27295.696160382115, 0.0
27295.696160382115, 0.0
27295.696160382115, 0.0
27295.696160382115, 0.0
27295.696160382115, 0.0
27295.696160382115, 0.0
27295.696160382115, 0.0
27295.696160382115, 0.0
27295.696160382115, 0.0
27295.696160382115, 0.0
27295.696160382115, 0.0
27295.696160382115, 0.0
27295.696160382115, 0.0
27295.696160382115, 0.0
27295.696160382115, 0.0
27295.696160382115, 0.0
